cleaned_text,sentiment
"janis arbidans , ceo of yit celtnieciba , said the company was focusing on housing and real estate development market .",neutral
"jeder beta-tester erh+ælt kostenlos sechs monate lang updates und hat laut eigener aussage die m+¦glichkeit , die finale version zu beeinflussen .",neutral
"jobs will not be transferred from finland , however .",positive
joint procurement will be later extended to the factories in the baltic countries .,neutral
"jon risfelt has previously held operational executive positions in europolitan , ericsson , sas , american express card and travel divisions , as well as nyman & schultz ( ceo ) , vodafone sweden ( ceo ) , and gambro renal products ( ceo ) .",neutral
"kaleva kustannus oy ( business id 0187274-0 ) has , according to its notice , on 10 august 2009 acquired 4,458,000 alma media shares .",neutral
karppinen expects the consolidation trend to continue in the finnish market .,neutral
kaupthing forecasts a significant price increase for printing paper in 2007 .,positive
"kaupthing forecasts that finnish-swedish stora enso will close its mill in reisholz , in germany .",neutral
kemira shares closed at ( x20ac ) 16.66 ( $ 22us .71 ) .,neutral
kesko food ltd press release 04.01.2006 at 13.00 kesko food ltd is launching a major tv campaign to recruit as many as one hundred new k-food retailers .,positive
"kesko has about 2,000 stores engaged in chain operations in the nordic and baltic countries , russia , and belarus .",neutral
kirsi rantanen was previously development director for hk ruokatalo 's poultry business .,neutral
"koduextra is operating a retail chain of 11 stores , controlled by finnish non-food center ky , rukax oy , and scan-tukka oy .",neutral
"koff 's market share of the volume of the market was 23.4 % , karhu 's 21.4 % .",neutral
"l+ænnen tehtaat 's food division was reorganised into two strategic business units , apetit frozen foods and jams , and apetit fish .",neutral
"last year , the firm also acquired realprojekti oy , a real estate development company , to advise capman on its property activities .",neutral
"later on , about 150 finnish-made houses will be build in the area .",neutral
lemmink+æinen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s .,neutral
"like all other mechanical pipettors from biohit , also proline plus is ce-ivd marked and comes with a 3-year warranty .",neutral
"london ( afx ) - intertek group plc , a testing and inspection company , said its commercial and electrical division has bought finland-based company natlabs oy from etteplan oyj for 1.3 mln eur in cash .",neutral
"loudeye corp. , up $ 2.56 at $ 4.33 nokia corp. , down 10 cents at $ 19.46 nokia agreed to buy the digital music distributor for $ 60 million .",neutral
( a spokesperson told wwd to expect a 50-50 mix of clothing and home decor . ),neutral
"( adp news ) - dec 11 , 2008 - finnish power-supply solutions provider efore oyj ( omx : efo1v ) said yesterday it opened a technology research and development ( r&d ) laboratory at helsinki university of technology .",neutral
"( adp news ) - nov 28 , 2008 - finnish power-supply solutions provider efore oyj ( omx : efo1v ) announced today the launch of opus dc , the latest power system in its opus product line .",positive
"( adp news ) - nov 3 , 2008 - finnish cargo handling systems and services company cargotec oyj ( omx : cgcbv ) said today that it acquired 80 % stakes in italian service companies cvs technoports srl and cvs service srl from italian handli",positive
"( adp news ) - nov 3 , 2008 - finnish paper , packaging and forest products company stora enso oyj ( omx : sterv ) said today that it would invest eur 137 million ( usd 176.6 m ) in the building of a power plant at its ostroleka mi",neutral
"( adpnews ) - nov 9 , 2009 - four companies have agreed to buy for a combined sek 5.9 billion ( usd 854m-eur 571.8 m ) all drug stores offered for sale as part of the restructuring of swedish stated-owned pharmacy monopoly apoteket ab , t",positive
( the acquisition sum has not been disclosed . ),neutral
"luna took fifth place on six-under 207 , a shot behind spain 's beatriz recari and germany 's martina eberl , while welsh player becky brewerton was the highest-placed british finisher , sharing seventh place on three-under 210 after shooting 71 .",neutral
"maggie ramsey 's wait - and those of thousands of oregon and washington guides , anglers and others who flock to his frequent seminars - is nearly over .",neutral
"manavigator-november 1 , 2010-deal snapshot : swedish peab buys equipment rental firm cramo swedish construction company peab ab ( sto : peab b ) announced the acquisition of equipment rental company cramo entreprenadmaskiner ab from finnish group cramo oyj ( hel : cra1v ) .",neutral
"marathon now has a 4.6 percent stake in plx , it said , according to bloomberg .",neutral
market data and analytics are derived from primary and secondary research .,neutral
"martela said plans to expand its recycled furniture business elsewhere in finland , too .",positive
"may 29 , 2010 ( companiesandmarkets.com delivered by newstex ) -- this report provides key data and information on the meat , fish and poultry market in finland .",neutral
"meanwhile , alfa owns 25.1 % of megafon through altimo , and 4.99 % of turkcell via an 18.5 % stake in cukurova holding .",neutral
"mercator will use the software for its logistic , retail and wholesale operations in slovenia and its other markets in southeastern europe .",neutral
metsa-botnia will sell 82.1 % of its stake in the uruguayan companies and metsaliitto -- 5.5 % .,neutral
"metso foundries jyvaskyla , inc. will begin personnel negotiations on temporary lay-offs and personnel reductions in jyvaskyla , finland .",negative
"metso foundries jyvaskyla oy will discontinue production on this line by 30 september 2008 , the company said .",neutral
metso foundries jyvaskyla oy will discontinue production on this line by 30 september 2008 .,neutral
"metso oyj said it has sold its spreader roll manufacturing business and related assets in the town of nokia , southern finland , to a group of finnish investors , who will operate the business under the name of finbow oy .",neutral
"microsoft also churned up its courtship , agreeing to use the navteq mapping service , which is offered by a company nokia bought for $ 8.1 billion a few years ago .",positive
microsoft last week also issued the first patch for the windows 7 operating system beta it had released days earlier .,neutral
"more than 50,000 tonnes of asphalt mix will be used in the contract .",neutral
"m-real , which is part of finnish paper maker metsaliitto group , is due to release its second-quarter report at around 12:00 eet on 5 august 2010 .",neutral
"m-real corporation stock exchange release 27 august 2009 at 3.15 pm m-real has received the eur 190 million cash payment from sappi m-real corporation , a part of mets+æliitto group , divested its graphic papers business to sappi limited at the end of 2008 for eur 750 million .",neutral
"n +1 group will pay eur16 .5 m of the transaction price upon closing , and the remaining sum in 2012 .",neutral
"national conciliator juhani salonius , who met both parties on wednesday , said they were too far apart in their views for him to propose mediation .",negative
nd = not disclosed .,neutral
negotiations with representatives of the personnel regarding the restructuring process have now been ended .,neutral
neither of the companies use genetically engineered soy at the moment .,neutral
"neste oil will publish its third quarter 2008 results on friday , 24 october 2008 at approximately 9 am ( eet ) .",neutral
"new delhi , feb. 12 -- korteniemi anneli , helokunnas tuija , peltola marjo , keskinen jukka , salminen jussi , tusa kia and janhonen risto of nokia telecommunications oy , espoo , finland have developed cable adjustment device .",neutral
new novator products are supposed to be exported .,neutral
new product launches in finland will more than double from 2005 .,positive
"niina nenonen , marimekko 's current director for clothing , bags and accessories lines , will take up this role .",neutral
no changes in media activity were seen in october compared with september .,neutral
no decision on such sale of the now issued or existing treasury shares to ya global has been made yet .,neutral
no financial detail were available .,neutral
no financial details were revealed .,neutral
no financial information was provided .,neutral
no other ev3 devices were involved in this action .,neutral
nokia is also negotiating the product portfolio of the new company .,neutral
"nordea pankki suomi oyj , according to previously announced , has made forward contracts on alma media corporation shares .",neutral
nordea 's chairman of the board hans dalborg has informed the nomination committee that he will not be up for re-election at the annual general meeting in 2011 .,neutral
nordea was the cheapest also for a couple in their 30s with debt .,neutral
"nordic business report-17 january 2006-efore plc inaugurates new plant in estonia -_ 1998-2006 m2 communications ltd finnish power electronics manufacturer efore plc said on tuesday ( 17 january ) that it was inaugurating its new plant in parnu , estonia .",neutral
"nordstjernan will make the offer in approximately one month , in september 2007 .",neutral
number of offers received for this contract is two .,neutral
nwc analysis :,neutral
odell has not contacted the state of finland in this issue .,neutral
"okhta center area is expected to have about 700,000 square metres of office premises by 2016 .",neutral
okmetic has used the furnaces for the contract manufacturing of solar crystals .,neutral
okmetic revised its 2010 financial outlook based on its order book .,neutral
"on 25 august 2009 , sampo 's stake in nordea was 19.45 % .",neutral
"on the other hand , montevideo said that having the two mills working in the area will generate jobs .",positive
"on wednesday he announced that the government would propose granting a licence for two reactors , one to be built by fennovoima , and the other by tvo .",positive
"one can also apply for jobs directly from the ipad , select which cv to attach and which covering letter is most appropriate for each position .",neutral
"one price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks .",neutral
"operators only need to learn how to use one device for multiple levels of applications , including voice-directed operations .",neutral
"originally posted to the pcmag.com security blog , security watch .",neutral
oriola-kd is a spin-off of finnish pharmaceutical group orion oyj 's wholesale division .,neutral
"other north-rhine westphalia - is to issue a benchmark , 5 year fixed rate deal in euros .",neutral
other details were not provided .,neutral
"our objective is to yield a significant part of our turnover in russia in a couple of years , '' says solteq 's managing director hannu ahola .",neutral
"outotec is currently delivering a new oil shale processing plant for eesti energia in estonia based on enefit technology , which has been developed jointly by eesti energia and outotec .",neutral
"pa ) , jpmorgan chase and co ( nyse : jpm ) and pohjoa bank are joint lead-managers on the senior , unsecured deal .",neutral
panostaja did not disclose the purchase price .,neutral
pharmaceutical market in belgium global research & data services published recently a market analysis about the pharmaceutical markets in belgium .,neutral
pharmaceutical market in poland global research & data services published recently a market analysis about the pharmaceutical markets in poland .,neutral
philips was not available to comment on the report .,neutral
pohjola and cooperative banks have continued to combine their branch office network .,neutral
pohjola will act as the manager of the issue and the bond will be listed on nasdaq omx helsinki ltd. .,neutral
ponsse will divide its sales and maintenance service network into six geographical areas .,neutral
"poyry plccompany announcement 10 december 2010 at 4.10 p.m. pursuant to poyry plc 's stock option program 2004 , 63 792 new shares of the company have been subscribed since 27 october 2010 with stock options 2004b .",neutral
"presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` investor relations '' section , on the `` webcast & presentations '' tab .",neutral
"previously , grimaldi held a 46.43 pct stake in the finnish company following the takeover bid launched in november 2006 .",neutral
"price talk is in the mid-market swaps plus 105 bps area and the leads are barclays , bnpp , ubs and cba .",neutral
"prior to the transaction , whose financial terms have not been disclosed , alma media owned 40 % of kotikokki net .",neutral
"production facilities 6 july 2010 - finnish investment group neomarkka oyj ( hel : nembv ) said today that it will buy the former production facilities of kuitu finland ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .",neutral
"products include consumer electronics devices such as mobile phones and their accessories , set-top boxes , flat panel tvs as well as system solutions products such as infrastructure systems , modules and other industrial segment products .",neutral
"proha plc ( euronext :7327 ) announced today ( 19 may ) that its fully-owned subsidiary , safran software solutions as , has agreed to sell its 49 % share of safran north america llc to a sna holding as , an investment group based in norway .",neutral
"proha plc ( euronext :7327 ) announced today ( 19 may ) that its fully-owned subsidiary , safran software solutions as , has agreed to sell its 49 % share of safran north america llc to a sna holding as , an investment group based in norway .",neutral
"proline plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml .",neutral
"protalix closed at $ 10.71 on friday on the american stock exchange , giving a market cap of $ 827 million .",neutral
protalix is developing genetically engineered proteins from plant cells .,neutral
"purchase it for the 12mp snapper , if nothing else .",neutral
r&d loan ) .,neutral
radiation and today is a full service house expert in radiation and nuclear safety issues .,neutral
raisio is the site of the main production plants as well as company headquarters .,neutral
rapala vmc corporation ( rapala ) is a finland-based company engaged in the manufacture and distribution of fishing equipment and accessories .,neutral
"rautalinko was resposnible also for mobility services , and his job in this division will be continued by marek hintze .",neutral
recently the company decided to build a second identical plant at the same site due to be commissioned toward the end of 2008 .,neutral
"retail chain suomen l+æhikauppa was given the index 5.8 , airline sas 5.8 , teliasonera 's broadband 6.1 , german retail chain lidl 6.1 , tele finland 's mobile subscriptions 6.1 , tallink shipping line 6.3 , and power company helsinki energy 6.3 .",neutral
"risto jalo , chief executive of dormus print and also owner of the remainder of the company , will keep his position after the acquisition .",neutral
rl-nordic is a part of raiffeisen-banking-group austria and is a subsidiary to raiffeisen-leasing gmbh in austria .,neutral
"rockwell collins is a provider of flight deck , cabin and information management solutions for business aircraft operators .",neutral
"s business sectors are building construction , infrastructure construction and technical building services .",neutral
salcomp manufacturing oy will pay eur 35 million in cash to salcomp in connection with the implementation of the sale and transfer of the business .,neutral
"sampo housing loan bank , a unit of finland 's sampo bank , has priced its eur1bn ( usd1 .3 bn ) bond at 99.889 % , reuters reported .",neutral
sampo plc jarmo salonen head of investor relations and group communications tel. +358 10 516 0030 distribution : nasdaq omx helsinki the principal media financial supervisory authority www.sampo.com this announcement is distributed by thomson reuters on behalf of thomson reuters clients .,neutral
"san francisco ( marketwatch ) -- nokia corp , the world 's largest cell-phone maker , is using the consumer electronics show in las vegas to introduce a high-end , thin folding phone , according to a media report monday .",neutral
sanoma magazines international will invite other shareholders holding approximately 15 % of the shares to sell their shares .,neutral
scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics .,neutral
"schwalm ( at ) outotec.com eila paatela , vice president - corporate communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila .",neutral
"sdm offers general rental equipment , aluminium scaffolding , power generator and hoists to customers in the construction sector .",neutral
services supplier efore plc to streamline operations in finland and the us finnish electronic systems and services supplier efore plc ( omx helsinki : efo1v ) said on tuesday ( 3 february ) that it has initiated statutory negotiations regarding a streamlining of its operations in finland .,positive
"seventy-three of those also have more extensive training in products built on the latest archestra technologies , such as the wonderware system platform .",neutral
"simultaneously , alma media has purchased a 35 % share of arena interactive , a subsidiary of arena partners with a focus on mobile solutions development .",neutral
"simultaneously with this merger plan another merger plan has been signed , according to which suomen projektivuokraus oy , a subsidiary of vtm-rakennuskonevuokraamo oy , would be merged with vtm-rakennuskonevuokraamo oy .",neutral
singapore in may 2011 1 july 2010 - finnish air carrier finnair oyj ( hel : fia1s ) said today it will open a daily route to singapore on 30 may 2011 as part of its growth strategy in asia .,positive
"so far as is known , he did not sell shares that he owns personally .",neutral
solidium now holds 5.0 per cent of the shares solidium oy has acquired 5.0 per cent of the shares in tieto corporation for approximately eur 58 million .,neutral
"some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new ixonos shares .",neutral
some of the lay-offs will be implemented using part-time employment contracts .,neutral
"sonoco products co. , a u.s. packaging company , said friday it bought the 75 percent of italy 's demolli industria cartaria spa it did not already own .",neutral
"sponda is a property investment company , specialising in commercial properties in the largest cities in finland and russia .",neutral
"st. petersburg , oct 14 ( prime-tass ) -- finnish tire producer nokian tyres plans to invest about 50 million euros in the expansion of its tire plant in the city of vsevolozhsk in russia 's leningrad region in 2011 , the company 's president kim gran told reporters thursday .",positive
stichting pensioenfonds abp : 4 118 122 shares representing 5.19 % of the share capital and voting rights .,neutral
"stockholm , 3 march 2011 about cybercom the cybercom group is a high-tech consultancy that offers global sourcing for end-to-end solutions .",neutral
"stockmann and swedish sector company ab lindex entered into an agreement on september 30 , 2007 , whereby stockmann , or a wholly-owned subsidiary of it , will make a public tender offer for all of lindex 's issued shares .",positive
"stora enso has also had meetings with the labor authorities , employment and economic development centres and representatives of the government in order to find solutions .",neutral
"stora enso oyj , the largest papermaker , in october said it would close four mills .",negative
"subscribers of china unicom , the nation 's second largest mobile phone operator after china mobile , are expected to release pictures , videos and blog on the internet via mobile phones as of march 2008 .",neutral
sunrise resources operates in russian near-shore development markets through its wholly-owned russian subsidiary and has 80 % of its personnel in russia .,neutral
"swiss bank credit suisse international will act as an investor in the locomotive manufacturing plant , the astana administration said .",neutral
"talvivaara mining company plc ( talvivaara mining ) ( lse : talv ) , a finland-based nickel mining business , has installed its second production line at its metals recovery plant on june 9 , 2010 .",neutral
talvivaara mining company plc talvivaara mining company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore .,neutral
"tampere science parks is a finnish company that owns , leases and builds office properties and it specialises in facilities for technology-oriented businesses .",neutral
"target company : tieto corporation , business identity code : 0101138-5 date of change in holding : 22 january 2010 portion of the shares and votes : the current group holding of op-pohjola group central cooperative ( opk ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights .",neutral
technopolis has approximately 130 customer companies in jyvaskyla .,neutral
"tecnomen , headquartered in espoo , finland , develops messaging and charging solutions for telecomms operators and service providers worldwide .",neutral
"tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks .",neutral
"tecnomen 's system features a new range of value-added services for prepaid and post-paid billing , charging and rating of voice calls , data traffic , or any kind of content services in both mobile and fixed networks .",neutral
"teliasonera s subsidiary , the mobile operator emt in estonia , has created a world s first mobile identification service which makes it possible to vote via a mobile phone .",neutral
teliasonera said about $ 100 million will be invested in the next year in the region to bring mobile coverage to about 90 % of nepal s population .,positive
"temporary lay-offs , affecting the entire workforce , will also be implemented .",negative
"teollisuuden voima oyj , the finnish utility known as tvo , said it shortlisted mitsubishi heavy s eu-apwr model along with reactors from areva , toshiba corp. , ge hitachi nuclear energy and korea hydro & nuclear power co. .",neutral
terms of the acquisition were not disclosed .,neutral
terms were not disclosed .,neutral
"thanks to the development of a system that enables it to trace the origin of all the palm oil that it uses , it knows exactly where and how its palm oil has been produced .",neutral
"the 19,200-square metre technology center is located near university of tampere in central tampere .",neutral
"the 5,000 megawatt wind farm being planned in raahe would be built offshore in front of ruukki 's raahe works .",neutral
"the acquired plant has an annual capacity of some 300,000 tonnes and most of its production is sold to domestic customers .",neutral
the acquisition is expected to take place by the end of august 2007 .,neutral
the acquisition of avc systemhaus and the majority stake in cableway will increase the number of teleste personnel by 250 .,neutral
"the acquisition was financed with $ 2.56 billion of debt arranged by goldman , sachs & co. .",neutral
"the airline was targeting travel agents , tour operators and travel management companies to raise awareness first before targeting consumers , he added .",neutral
"the annual report contains the financial statements , the consolidated financial statements , the report by the board of directors and the auditor 's report .",neutral
"the annual report will be sent automatically to shareholders holding at least 2,000 sampo plc shares .",neutral
"the apple inc. iphone wo n't change the game plan for verizon communications inc. , chief executive ivan seidenberg said wednesday .",neutral
"the approximately 20,000 dwt vessel has been ordered from india .",neutral
the arrangements do not apply to the group 's units outside finland .,neutral
"the bank of +_land acquired the private banking business , asset management , and share brokerage business of kaupthing sweden in early 2009 .",neutral
"the bank of tokyo-mitsubishi ufj , ltd acted as agent for the loan .",neutral
the bank vtb24 provides mortgage loans to buy apartments in the complex at 11-13 % per annum in rubles .,neutral
"the biggest sellers in the chain 's supermarkets in finland are organic pirkka tomatoes , carrots , eggs , and meat products .",neutral
the bond has a value of eur150m and a maturity of 4 years .,neutral
the bridge will be built to the south of the existing bridge spanning the strait .,neutral
"the building will house , for example , respecta oy 's jyvaskyla premises , as well as other companies to be announced later , says samuel koivisto , director of technopolis operations in jyvaskyla .",neutral
"the business goals for 2009 will realize with the temporary lay-offs carried out in the summer of 2009 , and with other savings measures .",neutral
"the business units of the investlesprom group cover the full forest industry chain , and the group owns forests , sawmills , paper and pulp mills , and other processing plants .",neutral
"the businesses to be divested offer dairy , edible fats , ready-meal and ice-cream packaging to multinational and local customers .",neutral
"the casing comprises a first side casing member provided with the first side vat segment and a second side casing member provided with the second side vat segment , at least the first side casing member being pivotable about a rotation axis .",neutral
"the changes will take effect on 1 january 2010 , and they are not estimated to have an impact on the number of employees .",neutral
"the city will invite , however , a public procurement tender for the tailor-made public furniture , such as park benches , litter receptacles , public toilets , as well as bus shelters , street lights , and other .",neutral
the combined value of the orders is almost eur 3mn .,neutral
the combined value of the orders is eur 45mn .,neutral
the combined value of the planned investments is about eur 30mn .,neutral
the companies aim to close the deal before the end of the year .,neutral
the company also said that it will sell approximately 150 hectares of land to the city of valkeakoski by the end of the year a part of its `` from job to job '' program .,neutral
"the company can not give up palm oil altogether , however .",neutral
the company did not disclose the price of the acquisition .,neutral
the company distributes hiab 's products as well as other products .,neutral
the company does not at present hold any of its own shares .,neutral
the company does not disclose the sum it applied for .,neutral
the company expects meat purchases to remain at about 8mn kilos in 2011 .,neutral
the company expects to open its first online shop in the us in the summer in 2011 .,neutral
"the company has decided to stop the operations of ruukki construction division in latvia and lithuania , and concentrate the production and logistics in parnu , estonia in 2009 .",neutral
"the company intends to launch housing development at the acquired land plots and to construct 50,000-60 ,000 square metres of housing per annum by 2011 .",neutral
"the company is headquartered in sievi , finland , and is listed on the nordic exchange in helsinki .",neutral
the company may at any time have in its possession one tenth of all its shares at the maximum .,neutral
the company operates power plants in the tyumen and chelyabinsk regions and in the khanty-mansi autonomous district .,neutral
"the company operates worldwide and employs in total approximately 47,000 persons .",neutral
the company reiterates its outlook for 2009 .,neutral
"the company 's board of directors will propose a dividend of eur 0.95 per share for 2008 at the annual general meeting , scheduled to be held on march 23 , 2009 .",neutral
the company 's board of directors would propose a dividend of eur0 .15 per share for 2005 .,neutral
the company 's board of directors would propose a dividend of eur1 .00 per share for 2005 .,neutral
the company 's equipment rental portfolio consists primarily of tools for small and mid-sized customers in the construction industry .,neutral
the company 's model is based on developer contracting construction projects and customer focused project management .,neutral
the company said that the results of the third quarter do not include non-recurring items .,neutral
the company says the measures are no longer needed .,neutral
"the company serves approximately 3,000 customers in over 100 countries .",neutral
"the company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",neutral
"the company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",neutral
"the company was supposed to deliver machinery to a veneer mill in the tomsk region , in russia .",neutral
"the company will also shut one paper machine in finland and one in austria , as well as two label paper machines in finland for up to 10 months , helsinki-based upm said yesterday .",neutral
"the company will disclose further details , including the anticipated transaction timetable and the name of the new investor , within one week .",neutral
the company will issue an inaugural eurobond deal in the near future subject to market conditions .,neutral
the company will propose a dividend of eur0 .12 per share for 2008 .,neutral
the compnay also said that it would lower the price of development projects by about one third compared with last november .,neutral
the construction project is scheduled to start in the second quarter of 2009 and the new building is scheduled to be in place by the end of 2010 .,neutral
"the contract also includes installation work in a new multistorey carpark for close on 1,000 vehicles .",neutral
"the contract comprises a log handling line , a peeling line , and a veneer drying and grading line .",neutral
"the contract covers the supply of temporary heating equipment for lkab 's new pellet plant in kiruna , in northern sweden .",neutral
the contract has been allotted as per lowest price criteria .,neutral
"the contract includes design , construction , delivery of equipment , installation and commissioning .",neutral
"the contract includes software licences , application maintenance and training .",neutral
"the contract incorporates a convergent charging rating solution for voice and data , which includes internet , gprs , sms , mms and wap .",neutral
the contract is for next year .,neutral
the contract will take effect in 2009 for a five or ten year period .,neutral
"the contracts between raute corporation and muling kemian wood products co. , ltd. , which were announced on 3 november 2010 , have taken effect .",neutral
"the contracts of the employees , 96 of whom are blue-collar workers , will be ended between march and august 2011 .",negative
the current lay-offs are additional to the temporary lay-offs agreed in december 2008 and in may 2009 .,negative
the cvs of the proposed members are available for viewing from 12 march 2008 onwards on the internet at www.sampo.com/ir .,neutral
the deal also includes a ten-year maintenance agreement .,neutral
the deal includes an option for cramo to buy out the minority stake in 2011 .,neutral
"the deal includes the entire personnel of planmill oy , who will transfer to the new company as so-called old employees .",neutral
"the decision means temporary lay-offs of fixed duration at the company 's nastola and jyvaskyla units , in southern and central finland , respectively .",negative
"the decision of the french court relates to the claims raised by twenty-one former aspocomp s.a.s employees , the company said .",neutral
the divested stake represented about 2.7 m shares in okmetic 's capital .,neutral
the dividends payable annually shall be deducted from the share subscription price .,neutral
the duration of the contract is 37 months .,neutral
the duration of the lay-offs per employee will vary from one to six weeks .,neutral
the ecb can mainly target inflation .,neutral
the efore plant at saarijarvi in central finland is one of the largest employers in the region .,neutral
the employee negotiations are to address measures needed to adjust the operations to the present production situation .,neutral
the energy shot is packed in a 100-millilitre bag with a screw cap .,neutral
"the engine has an electrical output of 18,321 kw , making it the largest gas powered generating set in the world .",neutral
the estonian parliament was set to vote on amendments to the excise duty law on wednesday that would add 0.42 kroons to the price of a liter of diesel and 0.45 kroons to the price of a liter of gasoline from the start of 2010 .,neutral
the executive group will participate in the adjustments with a fixed-term 5 % salary cut .,positive
the exercise price of the option will be based on safran software solutions ' license and maintenance sales as well as the result of the company .,neutral
"the facility will be used to refinance citycon 's existing credit facility , the company said .",neutral
the fair value of capman plc 's own investments on 30 september 2008 amounted to meur 59.8 .,neutral
the financial details of the acquisition were not disclosed .,neutral
the financial details of the transaction were not disclosed .,neutral
the financial statements and interim reports will be released around at 9.00 a.m. ( finnish time ) on the given dates .,neutral
the financial statements release will be available after publishing on the company 's internet pages at www.cargotec.com .,neutral
the finnish company has also reached arrangements regarding the working hours and annual holidays .,neutral
the finnish paints company acquired the remaining 49 pct that it did not own from ukraine 's lgu for an undisclosed sum .,neutral
"the finnish real estate investment company interavanti oyj said on monday ( 22 september ) that it has agreed to sell its 65 % ownership in the finnish ticket service company lippupiste oy to cts eventim ag ( 56,1 % ) and to the managing director of lippupiste oy .",neutral
"the firm is headquartered in vantaa , southern finland and has 16 employees .",neutral
"the firm 's services include copying , printing , cad-modelling , digital printing , scanning , sokopro project bank and courier services .",neutral
"the first four of the new shop-in-shops will be opened this spring : on madison avenue in new york as well as in chicago , los angeles and san francisco .",neutral
the fixed acquisition price amounts to nok 70 ( approximately eur 8.7 ) million and additional price nok 15 ( eur 1.8 ) million at maximum .,neutral
"the fixed-term contract of mr. jarmo ukonaho , the current general manager of incap 's indian operations , will finish by the end of the year .",neutral
"the flagship will open this fall in manhattan 's flatiron district in the `` toy building , '' at 200 fifth avenue .",neutral
the full midnig extended-hours trading analysis and news service is available in real-time through comtex .,neutral
the full-function pc weighs 1.25 kilograms and measures slightly more than two centimeters thin .,neutral
the government has instead proposed an exchange of the state 's stake in lmt to teliasonera 's stake in lattelecom .,neutral
the group reiterated its forecast that handset manufacturers will sell around 915 mln units this year globally .,neutral
"the group 's business sectors are building construction , infrastructure construction , technical building services , and building products .",neutral
the group said it intends to initiate within this year the process of buyout of minority shareholders of ragutis with the aim of becoming the sole owner of the company .,neutral
the gypsii mobile social networking application is available in china with both chinese and english language support .,neutral
the handset maker did not disclose any financial details .,neutral
"the hosting mobile terminal guides information flow between itself , the participating terminals , and optionally , with network servers that may assist the hosting mobile terminal .",neutral
"the huge bridge girders will be delivered to the site from our plant in ylivieska , finland .",neutral
the idea of saving electricity in data transfer is still a new one .,neutral
the identity of the buyer is not yet known .,neutral
the insolvency act regulates the amount of debt that borrowers are permitted to write off .,neutral
the intent of the article was to focus attention on the fact that the development model that china had followed was very different than the model that india had followed .,neutral
the investment would be some eur5m .,neutral
"the latest result included per-share charges of 5 cents for stock compensation , 1 cent for research and development and 1 cent for strategic investments .",neutral
the lay-offs will start gradually and will last from one to six weeks .,neutral
the machinery now ordered will be placed in a new mill with an annual production capacity of 40 000 m3 of overlaid birch plywood .,neutral
"the major part of the deliveries include different ac and cxe amplifier solutions and products by belgian dinh telecom , a broadband solutions company acquired by teleste in the spring of 2007 .",neutral
"the major part of the deliveries include different ac and cxe amplifier solutions and products by dinh telecom , a company acquired by teleste last spring .",neutral
"the market share of volkswagen passenger cars in finland was 10.1 percent , audi had a market share of 3.1 percent and seat 's share was 0.9 percent .",neutral
"the market value of one crane is some usd6m , reported the finnish news agency stt .",neutral
"the markets are almost completely controlled by three banks : nordea , op bank group , and sampo .",neutral
"the maximum grade of the veneer yield is calculated , based on the dimensions and grades of the veneer products , as well as by iterating the places of the peeling axes and simulating the peeling process .",neutral
"the maximum obligated total trades per day is isk 400,000,000 market value .",neutral
the medium-term operative targets of the company remain unchanged .,neutral
the met is located in the central business district ( cbd ) of bangkok .,neutral
the most significant challengers in the market are logset and sampo-rosenlew .,neutral
the name of the buyer was not disclosed .,neutral
the name of the newspaper publishing and printing division sanoma will be changed to sanoma news .,neutral
"the negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements .",negative
"the network test business is part of elektrobit 's test and automation business segment and employs 39 people in finland and 22 people abroad , mainly in the us and asia .",neutral
the new chain has 700 discount stores and 250 supermarkets .,neutral
"the new company , diapol s.r.l. , would manufacture tools meant for glass and stone pre-processing .",neutral
"the new kroksberg railway tunnel will be built on a new section of track between harnosand and veda , forming part of the line that follows the coast of the gulf of bothnia .",neutral
the new location is n't the only change wellmont has in store for its air transport service .,neutral
the new name of the sanoma division will be sanoma news .,neutral
the new shares will provide the shareholders with full shareholder rights .,neutral
the new units should become one of the largest ones within the company .,neutral
the notice in its entirety with other proposals from the nomination committee and the board will be published at least four weeks before 28 april on the company 's website and in post - och inrikes tidningar and dagens industri .,neutral
"the number of class a shares remains unchanged at 9,526,089 shares .",neutral
the number of magazine and newspaper readers remained unchanged .,neutral
